text,updateDt
"Lebay! Memang setelah seungri terjerst kasus, bigbang mengumunkan dimedia anggota mrk 4 org dan seungri mengudurkan/keluar dr bigbang dan ftnya jg sdh beredar. Wajar kalau Daesung blg hanya 3 org lainnya. Bkn berarti tdk berteman.",2024-05-26
"Kerja keras banget bigbang dan vip buat bersihin nama baik mereka, dulu daesung aja sampe depresi berat gegara kasus kelalaian mengemudi, salahnya dia krn ngotot nyetir ketika lg capek banget selesai syuting variety show, maksudnya biar syuting besok gak telat tp ternyata malah bermasalah. Sejak itu daesung tak seperti daesung lagi. Sekarang adeknya malah gitu",2024-05-26
"Mau dibuang atau di tendang 
Faktanya Seungri punya Andil besar pada kesuksesan Bigbang selama ini.",2024-05-26
Wah kerja keras nech group BigBang membersihkan nama baik bandnya... Semangat,2024-05-26
Seungri bukan hanya aib bigbang. Tpi juga aib kpop,2024-05-25
Daesung menekankan member big bang dulu 4 skrg tinggal 3 TOP udh keluar,2024-05-25
Seungri dan komplotannya😈😈😈,2024-05-25
"Min, suaramu kalah sama suara video aslinya.",2024-05-25
Seungri udah pernah diingetin sama member lain tapi gak di dengar. Wajarlah kalau member bigbang kesal. Udah pernah bilang kalau seungri bisa jadi orang yang hancurin bigbang 😔,2024-05-25
"Ngeri,kayak film mafia tapi ini nyata",2024-05-25
Aku pun tak tahu lagi mau bilang apa lagi,2024-05-25
Mengapa tak member,2024-05-24
"seungri masuk bigbang member terakhir, udah sempet di eliminasi trs di adu lg sm yg akhirnya jd member beast.",2024-05-24
Daesung dan Member big bang lainnya udah terlanjur kecewa  sama Seungri dan juga udah menghancurkan nama baik big bang makanya dia gak mau menganggap Seungri lagi,2024-05-25
Bnr2 biadab menjijikkan bngt  seungri dan komplotannya,2024-05-24
Daesung ama Taeyang emang yg good boy di big bang.,2024-05-24
"emang menjijiikan bnget si seungri ini,padahal dia lahir dari seorang perempuan juga tapi tega bnget melecehkan cewek",2024-05-23
"Emang ada masalah apa sih.?
Ketinggalan berita ini",2024-05-22
"Jahat dasar adek gak tau diri, padahal pas awal2 dia sering banget dibantu Seungri baik dari segi finansial atau hal2 lain. Giliran sekarang udah sukses kacang lupa kulitnya",2024-05-22
Mending gini,2024-05-22
Mantap daesung,2024-05-22
Lah kok gini?,2024-05-22
Xem thêm tại: https://g.vgt.tv/EGVk,2024-05-21
Súc vật không đáng làm người🙂,2024-05-23
"El szaladt a ló Seungrival azt hite,hogy Ő már valaki igen.Egy Bukot Bálvány!!!! Meg érte?",2024-05-21
.,2024-05-21
Idolain Bigbang dari 2013 dan dari dulu emang ngga suka S*****. Krn dia sering caper ke idol cewe. Bikin malu anjir,2024-05-28
Jgn2 Go Hara meninggal dibunuh bkn bunuh diri😢,2024-05-28
Germo kok di agungkan!!??? Heran gw!!??!!!,2024-05-28
Choi jung hoon polos amat bisa2 curhat ama gohara 😂😂,2024-05-26
"Background lagunya jangan BB dong,  yang Seung solo sendiri aja. Atau lagu si J.",2024-05-25
Akubyang vip aja jijik sama tu orang,2024-05-25
Dasar germo!!,2024-05-25
"Hey para fans Seungri, apakah kalian masih mau mengidolakan seorang predator?",2024-05-25
"Jijik, apkh pantes ngidolain mrk lg.ga sangka",2024-05-24
Yuk kawal terus sampai tuntas dan jangan sampai perjuangan almarhum nuna sia sia #fansgooharaforever,2024-05-24
gilak kasus burning sun yg ini bener2 bikin ke inget sama taxi driver yg eps club itu🥲,2024-05-24
"Fansnya Di indonesia malah pernah sempet ngangkat banner dukungan  , goblok banget.. padahal mayoritas perempuan",2024-05-24
"Nggilani lah memang junylung ini. Raba2 pantat sama paha orang, mesum ga karuan.",2024-05-24
Dulu aku ngefans sama Jung Joon Young.  Tapi saya ga bela dia. Saya tahu dia salah pake banget. Sekarang udah ga ngefans lagi. Malah cenderung saya menjadi haters dia. Dia mengerikan dan menjijikan,2024-05-24
Mana fans nya kmrin bilang itu fitnah kampret banget,2024-05-24
"dokumenter ini muncul diwaktu yg pas sih menurut gue, jadi setelah pelaku keluar dari penjara terutama Seungri (yg masih bisa kondangan di Jkt) hidupnya gak akan tenang karna publik sekarang tau rincian skandalnya.",2024-05-23
karna fans kurang mendapatkan berita yg bener n beritanya byk simpang siur JD bingung mana yg benar mana yg salah. mantap BBS berani buka kedok keburukan selama ini biar fans bisa lebih bijak mana idol yg mereka dukung n hindari buat JD idola.,2024-05-23
Penggemarnya satu dua dong sama skandal idolanya bukannya di peringatkan mlh dibela udah sarappp,2024-05-22
Oppa GD dan oppa taeyong lebh cocok jd cenayang 😁😁😁,2024-05-27
G-Dragon tetap ter badas sih,2024-05-26
"Sudah jelas bagaimana perilaku Seungri bukan hanya buruk tapi keji, masih adakah orang bodoh yang menggilai & membelanya?",2024-05-25
"Astaga, dulu liat nih abang masih pake lampu selfie dan rambut pendek, sekarang udah jadi rambut Wonstein.
Keren keren",2024-05-24
"Padahal big bang imej bad boy nya itu GD dan Taeyang 

Eh malah baik baik aja tuh mereka 😅",2024-05-24
Maaf ..apa kira2 member lainnya sudah tahu tentang kelakuan seungri ini sejak lama?????,2024-05-24
Seungri bikin ilfeel semua VIP.bukan cuma ngecewain fans tapi grup n agensi y juga.btw gw tadi liat film dokumenter y burning sun di channel youtube y BBC dalam video rekamannya dia narik2 cewek n bersikap kasar.,2024-05-23
"Mungkin gd bikin lagu buat sengri ... Sebenernya pengen semuanya keungkap, dia udah cape ngasih tau,  4 mata sampe di relity show, tapi seungri ga nurut -nurut 🤬",2024-05-23
"Relasinya banyak banget diberbagai negara, karir idolnya emang dah berakhir tapi sumber uangnya tetap lancar mengalir deras gak ada yang bisa mengusik.  Cancel culture ala Korsel pun gak akan mempan, coz bisnisnya dah menyebar ke negara² lain. Korsel bukan lagi jadi tambang uangnya.",2024-05-23
"GD en TOP berkali² ngomongin soal pergaulan Seungri yg uda ""beyond"" ...pergaulannya uda di luar nalar...

Mereka uda mewanti² Seungri tiap kali mereka ngomongin ""sambil bercanda"" tapi kalo didenger itu nyindir sih..",2024-05-23
"dari segi muka,TOP ato GD yg keliatannya kyk Mafia sangar tapi ternyata mereka baik bngt bhkn masih bs khawatir n tegur Seungri atas pergaulannya.",2024-05-22
Itu judul lagunya GD apa ya?,2024-05-22
Bias aku di bigbang GD karena dia leader yg good,2024-05-22
Seungri itu kelakuannya udah kelewat batas banget sampe hyungnya nasehatin dari pake bahasa ibu (korea) sampai pake bahasa jepang.,2024-05-22
Sedih banget bigbang bener2 bubar 😢 kangen banget sama bigbang terutama gd,2024-05-22
"Sebagai FANS BIGBANG sampe sekarang, sad banget 😢💔 for what happened dan shocked kok bisa se orang IDOL sampe kaya gitu kelakuannya. Just bcs u have the power, tapi jadi menyampingkan rasa KEMANUSIAAN terutama ke Wanita 🙏🏻💔 gila sih Seungri.",2024-05-22
"Pas gd bilang kalau mereka bklan ada 4 member aku salfok ke seungri padahal dia juga ada disitu ya, respect sama member big bang yang lain mereka peduli sama seungri, tapi seungri gak tau diri",2024-05-21
Penjahad seungri nigh...,2024-05-21
"Sebagai fans MTV di era 90 an. Ga pernah denger group Mexico terkenal bernama Jeans. Cuma pernah tau group Mexico/Spanyol yang terkenal dengan joget tangan nya (lupa nama group nya) yang sering diputer MTV pada saat itu.
Kalau Seungri sptnya pernah denger senior Blackpink mengatakan kepada BP untuk berhati2 kepada Seungri.",2024-05-21
"Bg, itu rambutnya gamau dipotong kah🗿",2024-05-21
"Seungri bkn cm ngancurin karirnya tapi jg nama baik big bang dan YG 2019 masa kelam YG, keinget dlu babeh lebih milih dia di banding hyunseung yg jauh lbh berbakat trs GD di tawarin bt debut solo sm YG gk mau lebih milih debut bareng tmn tmnnya big bang dirintis dr 0 smpe buat big bang dan agency YG jd besar tp seungri ngancurin begitu saja 😢 sering di peringatin member dia gk prnh mau dgr akhirnya bnr terjadi",2024-05-21
Jeleknye,2024-05-21
"Seungri sering bolak balik indonesia. Masih suka ada di bali kemarin datang ke pernikahan orang indonesia di jakarta, kok curiga dia buka bisnis 18++ di bali n jakarta. Denger2 juga sih juga ada bisnis di negara lain ( china, vietnam). 😮 wajah cute tapi mengerikan",2024-05-21
Ciee..si paling orisinil ternyata,2024-05-21
Kok aneh y kalo new jeans jiplak jens harus ny saat pertamakali newjeans debut udah ad rumor new jeans itu girl grup jiplak kok baru sekarang baru muncul rumor kek gini🤔,2024-05-21
"Sungri ini emng udh ada bibit2 jd mafia, dr dlu sblum ada kasus dia sendiri sering k bali cm utk party aja, sering nongol tu di beach club di bali.",2024-05-21
"Seungri bukan nya tahun ini pernah dtg ke nikahan di indo ya? Kalau sampe dia di indo,was was msh berlaku kek gt2 :/",2024-05-21
"Udah woy, capek jadi newjeans",2024-05-21
Ini beneran masih ada yang belain S ?,2024-05-21
BOIKOT Seunggri Semoga Gak Nonggol di TV Indonesia,2024-05-21
Kalau New jeans copy jeans tapi lagu mv nya sanggat berbeda ? Dan cuma ada sikit aja beda 1% to 99%,2024-05-21
Seungri kampret,2024-05-21
GD cuman prediksi soalnya liat pergaulan dia bukan ngramal,2024-05-21
Haloo kim sore 😊,2024-05-21
Seunggri betul2 menghancurkan karier nya sendiri,2024-05-21
Kirain MHJ jenius kek apa sampai radha-radha narsis gitu... Ga tahunya inspirasi dia juga engga murni-murni amat juga tapi sombongnya sampai tuding sana sini njiplak proyeknya.,2024-05-21
"1. Mnjadi VIP berat bgt sumpah 😢 ... Tapi ya gmn lagi 

2.  Mhj :)😂 boomerang",2024-05-21
"Cuma mau bilang tolong jgn membela bgt Seungri dia terbukti salah, berapa bnyk cewe yg jdi korban tpi Masi bnyk aja yg selalu ngebelain tolong lebih bijak suka itu boleh tpi ketika terbukti dia salah stop selalu membela ini tentang pelecehan & kekerasan sex loh gua yg cuma baca aja ngeri gimana nasib semua korban",2024-05-21
"From the agency who made BTS
We present to you siLLit, Le Ser-fim, Not so ""New""jeans 

""The Plagiarism Frontrunner"" 😂😂",2024-05-21
Si perusak bigbang...nyesel bangettt pernh ngebiasin dia..,2024-05-21
GD mah gak usah kaget kalau dia jeplak aja bisa bener.,2024-05-21
Tapi kasihan juga ada reporter wanita yang keguguran karena dibuly sama fanx jung (2n1d host dulu) gila sih....kejam,2024-05-21
That man literally ruined BIGBANG and their future legacy I feel so bad for the other members. TBH ever since I came across the group in 2012 I’ve always had a weird feeling about seungri he was just so eww,2024-05-28
"I feel bad for what member goes through not just them but ft island,cnblue,beast now highlight and all big bang member their ex member tarnish  the group name imagine imagine the horror and disspointment they had I curiouse if any ft island,cnblue and beast now hightlight member thought seeing their member with they shady activity and shady friend properly same as bigbang the fact jonghoon is leader of ft island and  how often they don't see their member when they all still had passion for music and hangout together when they doing playboy life and shady activity and business and party.",2024-05-28
"One of the celebrities from this group is starting again as a producer and asking for our support, like wtf? He should be cancelled. Like, the audacity? Also, Seungri got a sentence of 3 or 4 years but that motherfucker made an appeal and later got a sentence of 1.5 years. But guess what he did? According to Korean laws, if you're sentenced to more that 1.5 years, your name will be registered as a criminal, so to stop that from happening he got out a few days earlier, through connections. Just sometime later, he was found to be cheating on two women, dating them at the same time! Going back to back dates with the two women at the same hotel in Bali. These people will never regret or learn. Those women are scared and traumatized for life meanwhile they get to party, be a producer, return to the industry and earn money? Not happening! Bastards! Look at him enjoying. He doesn't even deserve hell.",2024-05-28
fans who defend him still are horrible human beings.,2024-05-28
Seungri is literally the headache of YG even before they dubuted. He's also the reason why their group names keep being tarnished.,2024-05-28
"Seungri was cancer not discovered quick enough, and ended up being deadly. Rip Bigbang :(",2024-05-28
He just not a artist and just got lucky in the beginning and leeches on it from long long time ago,2024-05-28
I’m a huge bigbang fan and my least favorite member has always been seungri. He’s always trying so hard to blend into the group. Hate how he ruined Bigbang after they enter the military,2024-05-28
What an idiot.. He had it all...,2024-05-28
"How did he get so many connection when BB members are more popular than him? 
They said he got friends in other countries whenever they’re on tour, well anyway they also said he attendee many parties and maybe they’re elite parties so got contact with those
In the Burning Sun scandal, how come the investors didn’t have charges? That’s also enabling the operations in the club, were his investors non-koreans so it’s not within their scope?",2024-05-28
Okay i came here after watching the documentary. In that documentary it says that some of the evidence is sent to them (reporter and lawyer) anonymously. Hear me out. What if one of the members is actually has it enough with Seungri bull***t so they actually become a whistle blower anonymously. That just my theory tho,2024-05-28
Daesung mentioned once that Seungri was never the main dish. He was only MSGs 😂 but that was long time ago in a show CalleD TAXI something?? I remember because i was really agreed with Daesung,2024-05-28
"I think BIG BANG can still continue without him. Tbh he was never really that influential when it came to BIG BANG, it was more Taeyang GD and Top who made BIGBANG who they are. The fact he completely betrayed everyone and acted so distant mean he was never a team player to begin with. He was out for his own self interest hence the money talk. Its so unfortunate the members have to suffer because of this scumbag.",2024-05-28
It pisses me off that I still see people online defending that monster and demanding everyone apologize to him.,2024-05-28
"My guess is the other members knew enough of what Seungri was like as a person and who he was hanging out with, hence why they were so worried, im sure there were fights bout it in private, but i also dont think due to him not spending his free time with the other members, i dont see any thing wrong with that just who he was spending time with, but the members didnt know all of what was going on",2024-05-28
If they know all this why should they kept there mouth shut they should have leaked to media,2024-05-27
"The way Daesung's smile just fade away when Seungri said ""Don't make me a criminal"" (6:57) breaks my heart everytime... they were so worried for him and for the group, they couldn't even hide it...",2024-05-27
Not to sound in defense for seungri but we have yet to hear from his side. The most outgoing and outspoken usually have the biggest mouth with the biggest message. The other four members seem to stay quiet about it. Is seungri telling us something that we don’t know behind closed doors? No one knows,2024-05-27
"I think the primary issue is learning that he's the oldest sibling in his family and couldn't deal with being a proper maknae because of his pride, sexism and arrogance. He's seen in other Korean variety shows where he openly is disrespectful to Daesung while living together even though Daesung is his hyung. This is a very sensitive cultural no-no in Korean society and he's been rebellious from the beginning. It's the reason why he always sings the bridge and practically nothing else in Big Bang songs. The band could tell that he was going to be disrespectful from the beginning but it was his job to show that he could be a reliable maknae and yet he never was.",2024-05-27
seungri is a clout chaser thats the why he still uses  their name to get attention he is a bad guy he comes across as very creepy to me the way he acts around people. he gives me bad vibes. him  retiring was the right thing to do. as if he remained in Big Bang GD would of kicked him out the group.i wonder if they are fully aware that he is still using them to get noticed they are better off without him he is too problematic . he should of been removed from the group along time ago .,2024-05-27
"I can totally understand the situation. I also had a close friend in the past and she didn’t let me know what she did. I guessed that there was something wrong with her. But I can’t tell because I didn’t know the problem very well. But I felt like something is not right with her. I thought it was not too important because I couldn’t pay too much attention to her life. When others found out the problems, they blame me like ,“ Why do you shut up although you know what your friend did?” Although I tried to explained, they would like to believe like , “ you are lying and you two are close friends, so there’s no way you don’t know about this” . And I was so frustrated. It was last 10 years ago but I still remember it. So,you can blame other members if they really knew about this situation . Don’t blame easily if we don’t know the truth. Don’t ruin other life",2024-05-27
"They made it past GD and Top's ""drug scandals"" and Daesung's as well. They worked endlessly just for Seungri to cause it all to crumble",2024-05-27
"As a Bigbang fan myself, I have checked out long ago. Bigbang's dead. I've seen videos made about the history of Kpop without Bigbang even getting 1s of a mention. I've seen videos of the group being called a group of ""r*pists or whatever"". I'm tired of seeing Seungri's name being associated to Bigbang's name and I'm at a point where I wish they never make music ever again. To all the fellow VIPs, it was a nice ride but 5 years later and whoever is left in this fandom still can't enjoy their sh*t in peace. 5 years later and a**hole Seungri is still clout chasing. It'll never end. So bye.",2024-05-27
"It's ok,atleast BB already made a huge contribution to kpop industry...Imissthem performing😢💛",2024-05-27
"I know GD is the most affected ,he's very transparent to tell what he really felt if Seungri is not with them😢",2024-05-27
He’s the blacksheep of yg family.hate him for damaging the BIGBANG name.,2024-05-27
"What a jerk, he had a good thing. He should be arrested for abusing that woman.",2024-05-27
as a malaysian i and a lot of people do not except him in my country we want him out of our country,2024-05-27
"ive known bigbang since i was teen, and im not claiming im a vip but i grow up knowing kpop and theyre one of the early group back then, i can say i never really like seungri idek why, just not my pick, more than 10years later i cant believe his true colour blowing up . straight up disrespecting the bigbang.",2024-05-27
"Honestly i had high hopes for him and took me so many years to accept bigbang is no longer 5. I always still have him deep in my heart. But after all the videos of him walking around singing bigbang songs, even call out GD’s name as if he had no remorse whatsoever, i can no longer accept him. He bring so much trouble for the group that they r unable to comeback for so long even after military and yet he can go around smiling as if nothing is wrong. Fuck him. Bigbang is the only group that matters for me so i will always support the rest of the members",2024-05-27
its so shocking seeing all this :( i used to be so so sooo obsessed with Seungri and seeing all this breaks my heart😿😿😿😿,2024-05-27
So true. Seungri is a selfish and self involved person.,2024-05-27
"Vips know that before, we thought they were just teasing seungri about how he's not close to them anymore. Now it makes sense. They really drifted apart and he chose business and money.",2024-05-27
"Bruh if he was in JYPE, he would've have been kicked out way before everything became public. One offense and you're done, like DONE as in EVICTED. The fact that YG never considered or removed him is very telling of how they just benefit on money and not really care about the welfare of their OTHER artists. Bingbang would've continued to be a respectable group if not for Seungri still being a part of the group until its ruins. 😢",2024-05-27
"Seungri was pathological. Absolutely did not care about BIGBANG at all, just the influence it could bring him. Now it’s us fans that are suffering

PS: Malaysia (my home) shouldn’t have allowed him entry",2024-05-27
Till this day i wonder why yg thinks seungri is a better choice than hyunseung. Skill wise hyungseung should be a much better choice since he's a far better singer n dancer than seungri. Look at what that choice hv lead now.,2024-05-27
The clips really amazed me cause I'm not VIP so i didnt know Big Bang saw Seungri's red flags and warned him about what could happen in the future,2024-05-27
"Good thing you did thid compilation, burning sun's case is just so disgusting, and seungri's punishment was so unfair. I always thought if the other members knew. Of course what people they know did is not their fault, but it ruined bigbang to me thinking they could have turned a blind eye to women being treat so poorly.",2024-05-27
WHATS THE SONG BEFORE POISON OMG,2024-05-27
ที่ไม่ชวนพี่ๆไปงานของตัวเองเพราะกลัวพี่ๆจะรู้อีกด้านของตัวเองยังไงละ,2024-05-27
"They had warned him so many times, it's sad how he's changed and didn't seem to learn much or reflect on his mistakes. We could've seen bigbang comeback by now if it weren't for the scandal",2024-05-27
"I hope big bang will continue their music just 4 of them. 
The 4 members have real talent, seungri is a scum",2024-05-27
Saw a clip of him performing in Malaysia. He should be banned everywhere 😡,2024-05-27
The stupid thing is that some girls are still trying to be with him thinking he loves them. Hes in Bali on a holiday with different girls every week and they complained that he went there with another girl. How stupid can you be? Its like youre asking to get gang raped by his friends and business partners,2024-05-27
Only money money money in his head.,2024-05-27
"It's so weird how it was all under our noses, how the members have talked abt it multiple times and they have seen this happening/ prophesying it before it was even exposed. There was also a part in Knowing Brothers where Seungri was exposed by BI saying that he (Hanbin) currently uses Seungri's room and he found a hard drive of videos of women/ ""adult vids"" and its organized in folders in alphabetical order. When the news abt burning sun broke out and whenever I hear abt the scandal, I would always remember that clip because he strongly denied it saying it was his other member's despite iKOn saying it has a name on the hard drive labeled as ""SEUNGRI"".",2024-05-27
Good thing they weren't there at his birthday party he could have done his shady stuff secretly and the other members reputation would have been tarnished too,2024-05-27
"When money become an evil, this happenned to him",2024-05-27
TOP looked sad and frustrated when he was talking about Seungri's shady friends and obsession with money.,2024-05-27
Man..i can't stand that that a**hole Seungri,2024-05-27
Skarang buat modus yg sama di bali....???,2024-05-27
Kaya koruptor kelas kakap yg sedikit hukumannya,2024-05-26
Seharusnya predator sex seperti dia dihukum seumur hidup biar jadi pelajaran utk Kpop yang lain lain jangan mentang mentang kaya dan terkenal,2024-05-26
"KEADILN ALLAHLAH yg Pantas untuknya di AKHERAT nnti, Lbih PEDIH",2024-05-26
"Punya duit, populer, jadi idola, ngapain sampe kayak gitu ke cewek, aneh bgt si seungri kelainan kayaknya dia otake",2024-05-25
"Gak nyangka untuk negara seperti Korsel hukuman penjahat begini cuma 1,5 tahun",2024-05-25
Penjahat kelamin versi korea,2024-05-25
"Yaampuun Seungrii kamu ngehancurin Big Bang, agensi, keluarga, dan dirimu sendiri. Kecewa bangeet.",2024-05-25
"Dikit banget hukuman na, aturan d kebiri terus",2024-05-23
bener bener germo,2024-05-23
"Karna dia bebas dan merasa biasa aja, akhirnya keluar jua neh video biar kena sangsi sosial.",2024-05-23
"Predator sex dihukum 18 bulan, 6tahun, korban yg sampai bunuh diri gara2 depresi.... Jgn ditanya brp hukuman utk polisi yg jd backing nya.... K-Jokes 😂😂😂",2024-05-22
"They are all free now 😔 ...If they were caught smoking weed instead, they would still be in jail 💀 incredible",2024-05-23
Ad yg ngundang ni pjabat kali tah apa....cb sih liat2 background klo kyk gni mh jgn diundang sgala..dh tau kasusny ngeri lah...,2024-05-22
Y encima muchas lo protegen a leguas se ve q está llevando a la fuerza a la chica cuando ella apenas y se puede parar,2024-05-26
Always knew at the gut level he was an Asshole!!! I NEVER LIKED HIM FROM THE START !!,2024-05-25
He is a monster and dont deserve the fame,2024-05-23
